,movie,actor,type,role
2639,T:Strictly Ballroom,Paul Mercurio,\Und,"R:vigorous, original dancer ""Scott"""
2640,T:Strictly Ballroom,Tara Morice,\Und,"R:new partner, love, ugly duckling)"
2641,T:Strictly Ballroom,Barry Otto,\Und,R:father
2642,T:Strictly Ballroom,Pat Thomson,\Und,R:mother
2643,T:Strictly Ballroom,Peter Whitford,\Und,R:coach
2644,T:Strictly Ballroom,Gia Carides,\Und,R:partner
2645,T:Strictly Ballroom,Bill Hunter,\Und,R:president of the dance federation
2646,T:Cool Breeze,Thalmus Rasulala,\Und,R:black crook
2647,T:Cool Breeze,Judy Pace,\Und,R:black moll
2648,T:Cool Breeze,Jim Watkins,\Und,R:black
2649,T:Cool Breeze,Raymond StJacques,\Und,R:black
2650,T:Cool Breeze,Lincoln Kirkpatrick,\Und,R:black
2651,"T:Sing, Bing, Sing",Bing Crosby,\Und,R:wooing crooner
2652,"T:Sing, Bing, Sing",s a,\Und,R:girlfriend
2653,"T:Sing, Bing, Sing",s a,\Und,R:protective father
2654,T:Before the Revolution,s a,\Und,"R:intellectual rebel, settles down ""Fabrizio"""
2655,T:The Spider's Stratagem,Giulio Brogi,\Und,R:investigates death of fathe
2656,T:The Spider's Stratagem,Giulio Brogi,\Und,"R:father ""athos"""
2657,T:The Spider's Stratagem,Alida Valli,\Und,RU:
2658,T:The Spider's Stratagem,Tino Scotti,\Und,"RZ:father, presumed hero, turns out to be traitor"
2659,T:The Spider's Stratagem,Pino Campaninin,\Und,RU:
2660,T:Il Conformista,JeanLouis Trintignant,\Und,R:rich weak-minded fascist
2661,T:Il Conformista,Stefani Sandrelli,\Und,"R:deliciously corrupt, empty-headed wife"
2662,T:Il Conformista,Dominique Sanda,\Lov,"R:lesbian, lusted after"
2663,T:Il Conformista,Pierre Clementi,\Und,R:chauffeur
2664,T:Il Conformista,Gastoni Moschin,\Und,"RN:""Manganiello"""
2665,T:Il Conformista,Ezno Tarascio,\Und,R:anti-fascist professor
2666,T:Last Tango in Paris,Marlon Brando,\Und,R:middle-aged lover
2667,T:Last Tango in Paris,Maria Schneider,\Und,R:young bourgeois girl
2668,T:Last Tango in Paris,JaenPierre Leaud,\Und,RU:
2669,T:Last Tango in Paris,Massimo Girotti,\Und,RU:
2670,T:Last Tango in Paris,Catherine Allegret,\Und,RU:
2671,T:Last Tango in Paris,Maria Michi,\Und,RU:
2672,T:Novecento,Burt Lancaster,\Und,R:rich grandfather
2673,T:Novecento,Robert deNiro,\Und,R:heir
2674,T:Novecento,Gerard Depardieu,\Und,"R:buddy, peasant's son, nude ""Olmo"""
2675,T:Novecento,s a,\Und,R:bastard grandson
2676,T:Novecento,Dominique Sanda,\Und,R:nude model
2677,T:Novecento,Donald Sutherland,\Und,RU:
2678,T:Novecento,Sterling Hayden,\Und,R:patriarch farmer
2679,T:Novecento,Alida Valli,\Und,RU:
2680,T:Novecento,M. Valli,\Und,RU:
2681,T:Luna,Jill Clayburgh,\Und,RU:
2682,T:Luna,Matthew Barry,\Und,RU:
2683,T:Tragedy of a Ridiculous Man,Ugo Tognazzi,\Und,RU:
2684,T:Tragedy of a Ridiculous Man,Anouk Aimee,\Und,RU:
2685,T:The Last Emperor,John Lone,\Und,"R:wimp emperor ""Pu Yi"""
2686,T:The Last Emperor,Joan Chen,\Und,"RZ:empress ""Wan Jung"""
2687,T:The Last Emperor,Peter OToole,\Und,RZ:brother
2688,T:The Last Emperor,Jade Go,\Und,"R:wet nurse ""Ar Mo"""
2689,T:The Last Emperor,Vivian Wu,\Und,"R:second wife ""Wen Xiou"""
2690,T:The Sheltering Sky,Debra Winger,\Und,"R:alienated author, picked up by Arab ""Kit"""
2691,T:The Sheltering Sky,John Malkovich,\Und,"R:husband, dies of typhoid ""Port"""
2692,T:The Sheltering Sky,Campbell Scott,\Und,"R:travel companion, abandoned ""Tunnner"""
2693,T:The Sheltering Sky,Jill Bennett,\Und,RZ:Arab prostitute
2694,T:The Sheltering Sky,Timothy Spall,\Und,"R:Tuareg rapist, lover"
2695,T:The Sheltering Sky,Paul Bowles,\Cam,R:expatriate sage writer
2696,T:The Sheltering Sky,Eric VuAn,\Und,RU:
2697,T:The Little Buddha,Keanu Reeves,\Und,RU:
2698,T:The Little Buddha,Jane Fonda,\Und,RU:
2699,T:The Little Buddha,Chris Isaak,\Und,RU:
2700,T:The Goldiggers of 1935,Dick Powell,\Und,RU:
2701,T:The Goldiggers of 1935,Adolphe Menjou,\Und,R:rich
2702,T:The Goldiggers of 1935,Gloria Stuart,\Und,R:gold digger
2703,T:The Goldiggers of 1935,Alice Brady,\Und,R:gold digger
2704,T:The Goldiggers of 1935,Glenda Farrell,\Und,R:gold digger
2705,T:The Goldiggers of 1935,Hugh Herbert,\Und,RU:
2706,T:The Goldiggers of 1935,Frank McHugh,\Und,RU:
2707,T:The Goldiggers of 1935,Grant Mitchell,\Und,RU:
2708,T:The Goldiggers of 1935,Wini Shaw,\Und,RU:
2709,T:Strike Up the Band,Judy Garland,\Lov,R:young singer
2710,T:Strike Up the Band,Mickey Rooney,\Her,"R:high-school drummer, band leader"
2711,T:Strike Up the Band,Paul Whiteman,\Und,R:bandleader
2712,T:Strike Up the Band,June Preisser,\Und,"R:teen age vamp, acrobat"
2713,T:Strike Up the Band,Ann Shoemaker,\Und,R:big-bosomed mother
2714,T:Strike Up the Band,William Tracy,\Sav,R:ebulient helpful rich man
2715,T:Strike Up the Band,Larry Nunn,\Sdk,R:sick bandmember
2716,T:Strike Up the Band,Virginia Brissac,\Und,RU:
2717,T:Babes on Broadway,Judy Garland,\Und,"R:imitates Sarah Bernhardt, others"
2718,T:Babes on Broadway,Mickey Rooney,\Und,"R:dancer, puts on show"
2719,T:Babes on Broadway,Richard Quine,\Und,R:dancer
2720,T:Babes on Broadway,Ray McDonald,\Und,R:dancer
2721,T:Babes on Broadway,James Gleason,\Und,RU:
2722,T:Babes on Broadway,Fay Rainier,\Und,RU:
2723,T:Babes on Broadway,Virginia Weidler,\Und,RU:
2724,T:Babes on Broadway,Donald Meek,\Und,RU:
2725,T:For Me and My Gal,Gene Kelly,\Und,RU:
2726,T:For Me and My Gal,Judy Garland,\Und,RU:
2727,T:The Gang's All Here,Alice Faye,\Und,"R:singer, promises to wait for soldier"
2728,T:The Gang's All Here,Carmen Miranda,\Und,R:dancer in tutti-frutti hat
2729,T:The Gang's All Here,Phil Baker,\Und,"R:soldier, with two girls"
2730,T:The Gang's All Here,Benny Goodman,\Und,R:band leader
2731,T:The Gang's All Here,Eugene Pallette,\Und,RU:
2732,T:The Gang's All Here,Charlotte Greenwood,\Und,RU:
2733,T:The Gang's All Here,Edward Everett Horton,\Und,RU:
2734,T:The Gang's All Here,Tony DeMarco,\Und,RU:
2735,T:The Gang's All Here,James Ellison,\Und,RU:
2736,T:The Gang's All Here,Sheila Ryan,\Und,RU:
2737,T:The Gang's All Here,Dave Willock,\Und,RU:
2738,T:The Gang's All Here,June Haver,\Und,RU:
2739,T:The Gang's All Here,Jeanne Crain,\Und,RU:
2740,T:The Gang's All Here,Lillian Yarbo,\Und,RU:
2741,T:The Gang's All Here,Frank Darien,\Und,RU:
2742,T:The Gang's All Here,Miriam Lavelle,\Und,RU:
2743,T:The Gang's All Here,Frank Faylen,\Und,RU:
2744,T:The Gang's All Here,Russell Hoyt,\Und,RU:
2745,T:Take Me Out To The Ball Game,Gene Kelly,\Und,R:baseball player
2746,T:Take Me Out To The Ball Game,Frank Sinatra,\Und,RU:
2747,T:Take Me Out To The Ball Game,Esther Williams,\Und,RZ:becomes team manager
2748,T:Take Me Out To The Ball Game,Betty Garrett,\Und,RU:
2749,T:Take Me Out To The Ball Game,Jules Munshin,\Und,RU:
2750,T:Take Me Out To The Ball Game,Edward Arnold,\Und,RU:
2751,T:Take Me Out To The Ball Game,Richard Lane,\Und,RU:
2752,T:Take Me Out To The Ball Game,Tom Dugan,\Und,RU:
2753,TZ:North Avenue Irregulars,Edward Herrmann,\Und,"R:minister, becomes FBI agent"
2754,TZ:North Avenue Irregulars,Barbara Harris,\Und,RU:
2755,TZ:North Avenue Irregulars,Susan Clark,\Und,RU:
2756,T:North Avenue Irregulars,Karen Valentine,\Und,RU:
2757,T:North Avenue Irregulars,Michael Constantine,\Und,RU:
2758,T:North Avenue Irregulars,Cloris Leachman,\Und,RU:
2759,T:North Avenue Irregulars,Patsy Kelly,\Und,RU:
2760,T:North Avenue Irregulars,Douglas Fowley,\Und,RU:
2761,T:North Avenue Irregulars,Alan Hale~jr,\Und,RU:
2762,T:Breakdown,Bernard Blier,\Und,RU:
2763,T:The Bullfighter and The Lady,Gilbert Roland,\Her,R:bullfighter
2764,T:The Tall T,Randolph Scott,\Und,"R:grizzled, held hostage"
2765,T:The Tall T,Richard Boone,\Und,R:villain
2766,T:Tatoo,Bruce Dern,\Und,"R:mad tattooist ""Karl Kinski"""
2767,T:Tatoo,Maud Adams,\Und,"R:kidnapped, tatooed, kills tattooist, topless ""Maddy"""
2768,T:All The Pretty Horses,Matt Damon,\Und,RU:
2769,T:All The Pretty Horses,Henry Thomas,\Und,RU:
2770,TZ:Endless Summer,Bruce Brown,\Und,RU:
2771,TZ:Endless Summer,Mike Hynson,\Und,R:surfer
2772,T:Bruce Brown's The Endless Summer II,Robert Weaver,\Und,"R:surfer ""Wingnut"""
2773,T:Bruce Brown's The Endless Summer II,Patrick OConnell,\Und,R:surfer
2774,TZ:Lifepod,Joe Penny,\Und,RU:
2775,TZ:Lifepod,Jordan Michaels,\Und,RU:
2776,TZ:Lifepod,Kristine DeBell,\Und,RU:
2777,T:Gods and Monsters,Ian McKellen,\Und,"R:dandyish old director ""James Whale"""
2778,T:Gods and Monsters,Brendan Fraser,\Und,"R:gardener, looks like Frankenstein ""Clayton Boone"""
2779,T:Gods and Monsters,Lynn Redgrave,\Und,"R:fussy, puritan housekeeper"
2780,T:Deathdream,Richard Backus,\Und,"R:vietnam soldier, dead, reurns"
2781,T:Deathdream,s a,\Und,"R:mother, wishes son back"
2782,T:Deathdream,s a,\Und,"R:girlfriend, wonders about soldier"
2783,T:Deathdream,s a,\Und,R:sister
2784,T:Murder by Decree,Christopher Plummer,\Und,RU:
2785,T:Murder by Decree,James Mason,\Und,RU:
2786,T:Murder by Decree,Donald Sutherland,\Und,RU:
2787,T:Murder by Decree,Anthony Quayle,\Und,RU:
2788,T:Murder by Decree,David Hemmings,\Und,RU:
2789,T:Murder by Decree,Susan Clark,\Und,RU:
2790,T:Murder by Decree,John Gielgud,\Und,RU:
2791,T:Murder by Decree,Frank Finlay,\Und,RU:
2792,T:Murder by Decree,Peter Jonfield,\Vil,"R:murderer ""Jack the Ripper"""
2793,T:Tribute,Jack Lemmon,\Und,"R:divorced press agent, dying"
2794,TZ:Tribute,Robby Benson,\Und,R:son
2795,T:Tribute,Lee Remick,\Und,R:ex-wife
2796,T:Tribute,Colleen Dewhurst,\Und,RU:
2797,T:Tribute,Kim Catrall,\Und,RU:
2798,T:Tribute,John Marley,\Und,RU:
2799,TZ:Porky's,Kim Cattrall,\Und,RU:
2800,TZ:Porky's,Scott Colomby,\Und,RU:
2801,TZ:Porky's,Kaki Hunter,\Und,RU:
2802,TZ:Porky's,Susan Clark,\Und,RU:
2803,TZ:A Christmas Story,Peter Billingsley,\Und,RU:
2804,TZ:A Christmas Story,Darren McGavin,\Und,RU:
2805,TZ:A Christmas Story,Melinda Dillon,\Und,RU:
2806,TZ:A Christmas Story,Ian Petrella,\Und,RU:
2807,T:Mr.~Saturday Night,Billy Crystal,\Und,"R:aging comedian ""Buddy Young~jr."""
2808,T:Mr.~Saturday Night,Julie Warner,\Und,R:friend
2809,T:Mr.~Saturday Night,David Paymer,\Und,"R:brother, helper ""Stan"""
2810,T:Mr.~Saturday Night,Julie Warner,\Und,RU:
2811,T:Mr.~Saturday Night,Mary Maya,\Und,RU:
2812,T:Mr.~Saturday Night,Helen Hunt,\Und,RU:
2813,T:Mr.~Saturday Night,Ron Silver,\Und,RU:
2814,TZ:Galaxy of Terror,Ray Walston,\Und,RU:
2815,TZ:Galaxy of Terror,Erin Moran,\Und,RU:
2816,TZ:Galaxy of Terror,s a,\Und,"R:astronaut, raped by worm"
2817,TZ:Galaxy of Terror,Edward Albert,\Und,RU:
2818,T:The Tenth Man,John Lodge,\Und,R:croked husband
2819,T:The Tenth Man,Antoinette Celier,\Und,R:faithful wife
2820,T:The Tenth Man,Aileen Marson,\Und,RU:
2821,T:The Tenth Man,Clifford Evans,\Und,RU:
2822,T:The Tenth Man,George Graves,\Und,RU:
2823,T:Scrooge,Alastair Simms,\Und,"R:skinflint ""Scrooge"""
2824,T:Scrooge,Mervyn Johns,\Und,"R:assistant ""Cratchit"""
2825,T:Scrooge,Michael Hodern,\Und,"R:former partner ""Jacob Marley"""
2826,T:Scrooge,Francis deWolff,\Und,R:the spirit of Christmas present
2827,T:Scrooge,Michael Dolan,\Und,R:the spirit of Christmas past
2828,T:Scrooge,C.Konarski,\Und,R:the spirit of Christmas yet to come
2829,T:Escape,Gerald duMaurier,\Und,R:escaping convict
2830,T:Escape,Edna Best,\Und,RU:
2831,T:Escape,Madeleine Carroll,\Und,RU:
2832,T:Escape,Gordon Harker,\Und,RU:
2833,T:Escape,Felix Aylmer,\Und,RU:
2834,T:The Constant Nymph,Brian Aherne,\Und,R:composer
2835,T:The Constant Nymph,Victoria Hopper,\Und,RU:
2836,T:The Constant Nymph,Leonora Corbett,\Und,RU:
2837,T:The Constant Nymph,Lyn Harding,\Und,RU:
2838,T:The Constant Nymph,Mary Clare,\Und,RU:
2839,T:The Constant Nymph,Jane Baxter,\Und,RU:
2840,T:Lorna Doone,Margaret Lockwood,\Und,RU:
2841,T:unknown,Robert deNiro,\Und,RU:
2842,"T:Hi, Mom!",Robert deNiro,\Und,R:randy Vietnam veteran
2843,"T:Hi, Mom!",Jennifer Salt,\Und,RU:
2844,"T:Hi, Mom!",Allan Garfield,\Und,RU:
2845,"T:Hi, Mom!",Lara Parker,\Und,RU:
2846,"T:Hi, Mom!",Gerrit Graham,\Und,RU:
2847,"T:Hi, Mom!",Ruth Alda,\Und,RU:
2848,TZ:Sisters,Margot Kidder,\Und,"R:nice fashion model, suspect ""Danielle Breton"""
2849,TZ:Sisters,Margot Kidder,\Und,"R:twin sister of model ""x Breton"""
2850,TZ:Sisters,Jennifer Salt,\Und,"R:stubborn newspaper reporter ""Grave Collier"""
2851,TZ:Sisters,Charles Durning,\Und,"RN:""Joseph Larch"""
2852,T:Sisters,Bill Finley,\Und,"R:ex husband, suspect ""Emil Breton"""
2853,T:Sisters,Lisle Wilson,\Und,"R:young newspaperman, date, killed ""Philip Woode"""
2854,T:Sisters,Mary Davenport,\Und,R:mother
2855,T:Phantom of the Paradise,Paul Williams,\Und,"R:creepy entrepreneur ""Swan"""
2856,T:Phantom of the Paradise,William Finley,\Und,"R:idealistic composer, arrested, phantom"
2857,T:Phantom of the Paradise,Jessica Harper,\Lov,"R:rock star, loved by phantom"
2858,T:Phantom of the Paradise,Gearge Memmoli,\Und,RU:
2859,T:Phantom of the Paradise,Gerrit Graham,\Und,RU:
2860,T:Obsession,Cliff Robertson,\Und,"R:businessman, widower"
2861,T:Obsession,Genevieve Bujold,\Und,R:kidnapped wife
2862,T:Obsession,Genevieve Bujold,\Und,"R:double of kidnapped, dead wife, art restorer"
2863,T:Obsession,John Lithgow,\Sdk,R:Southern-type partner
2864,T:Obsession,Sylvia Williams,\Und,RU:
2865,T:Obsession,Wanda Blackman,\Und,"R:nine-year old niece, kidnapped"
2866,T:Obsession,Patrick McNamara,\Und,RU:
2867,T:Carrie,Sissy Spacek,\Und,"R:repressed high-school senior, telekinetic, nude"
2868,T:Carrie,Piper Laurie,\Und,R:sexy fundamentalist mother
2869,T:Carrie,Amy Irving,\Und,RU:
2870,T:Carrie,Nancy Allen,\Und,RU:
2871,T:Carrie,William Katt,\Und,RU:
2872,T:Carrie,John Travolta,\Und,RU:
2873,T:The Fury,Kirk Douglas,\Und,"R:father, research director"
2874,T:The Fury,John Cassavetes,\Und,RU:
2875,T:The Fury,Andrew Stevens,\Und,R:superior being
2876,T:The Fury,Amy Irving,\Und,R:superior being
2877,T:The Fury,Carrie Snodgrass,\Und,RU:
2878,T:The Fury,Charles Durning,\Und,RU:
2879,T:The Fury,Fiona Lewis,\Und,RU:
2880,T:Dressed to Kill,Michael Caine,\Und,R:psychoanalist
2881,T:Dressed to Kill,Angie Dickinson,\Und,"R:beautiful, married, aging, frustrated blonde, murdered"
2882,T:Dressed to Kill,Nancy Allen,\Und,"R:invest-minded hooker, murder witness"
2883,T:Dressed to Kill,Keith Gordon,\Und,R:blonde's prodigy son
2884,T:Dressed to Kill,Dennis Franz,\Und,R:brash police detective
2885,T:Dressed to Kill,s a,\Und,R:transvestite murderer
2886,T:Blow Out,John Travolta,\Und,RU:
2887,T:Blow Out,Nancy Allen,\Und,RU:
2888,T:Scarface,Al Pacino,\Und,R:mobster
2889,T:Scarface,Steven Bauer,\Und,R:dashing
2890,T:Scarface,Michelle Pfeiffer,\Und,R:tough moll
2891,T:Scarface,Mary Elizabeth Mastrantonio,\Und,RU:
2892,T:Scarface,Robert Loggia,\Und,RU:
2893,T:Scarface,Miriam Colon,\Und,RU:
2894,T:Body Double,Craig Wesson,\Und,"R:unemployed actor, peeper ""Jake"""
2895,T:Body Double,Melanie Griffith,\Und,"R:topless ""Holly Body"""
2896,T:Body Double,Gregg Henry,\Vil,RZ:murderer
2897,T:Body Double,Barbara Crampton,\Cam,"R:unfaithful ""Carol"""
2898,T:Body Double,Windsor Taylor Randolph,\Vic,R:topless actress
2899,T:Body Double,Barbara Peckinpah,\Sdk,R:actress
2900,T:Body Double,Linda Shaw,\Cam,R:topless on TV
2901,T:Body Double,Stevens Brinke,\Cam,R:topless on TV
2902,T:Wise Guys,Danny deVito,\Und,R:hood
2903,T:Wise Guys,Joe Picopo,\Und,RU:
2904,T:Wise Guys,Harvey Keitel,\Und,RU:
2905,T:Wise Guys,Ray Sharkey,\Und,"RZ:hood ""Sonny Steelgrave"""
2906,T:Wise Guys,Ken Wahl,\Und,RU:
2907,T:The Untouchables,Sean Connery,\Vil,"RZ:crook ""Jimmy Malone"""
2908,T:The Untouchables,Robert deNiro,\Vil,"R:crook boss ""Al Capone"""
2909,T:The Untouchables,Kevin Karson,\Agn,"R:detective ""Elliot Ness"""
2910,T:The Untouchables,Kevin Costner,\Agn,R:righteous G-Man
2911,T:The Untouchables,Andy Garcia,\Und,R:hood
2912,T:The Untouchables,Charles Smith,\Und,R:hood
2913,T:The Untouchables,Martin Smith,\Und,R:hood
2914,T:Casualties of War,Michael J. Fox,\Her,"R:soldier, witness"
2915,T:Casualties of War,Sean Penn,\Vil,R:sergeant
2916,T:Casualties of War,Erik King,\Vic,"R:black soldier, killed"
2917,T:Casualties of War,Don Harvey,\Und,R:corporal
2918,T:Casualties of War,Thuy Thu Le,\Vic,"R:young girl, raped and killed"
2919,T:The Bonfire of the Vanities,Tom Hanks,\Und,"R:rich callow Wall Streeter, flees accident, loses court case, gains his soul"
2920,T:The Bonfire of the Vanities,Melanie Griffith,\Und,R:golddigger mistress
2921,T:The Bonfire of the Vanities,Bruce Willis,\Und,"R:tabloid journalist, drunk, imagines hiumself as lionized author"
2922,T:The Bonfire of the Vanities,John Hancock,\Und,R:unscrupolous religious leader
2923,T:The Bonfire of the Vanities,Alan King,\Und,"R:mistress' noveau riche older husband, dies at lunch"
2924,T:The Bonfire of the Vanities,Sal Rubineck,\Und,R:collegue
2925,T:The Bonfire of the Vanities,Kevin Dunn,\Und,R:collegue
2926,T:The Bonfire of the Vanities,Morgan Freeman,\Und,R:righteous judge
2927,T:The Bonfire of the Vanities,Kim Catrell,\Und,R:selfish wife of Wall streeter
2928,T:The Bonfire of the Vanities,Eric Hoffmann,\Und,RU:
2929,T:Raising Cain,John Lithgow,\Inn,"R:child psychologist twin ""Carter Okeefe"""
2930,T:Raising Cain,John Lithgow,\Vil,"R:abused twin hidden, turns evil ""Cain"""
2931,T:Raising Cain,John Lithgow,"\Sci, \Vil","R:mad scientist father, needs subjects ""Dr. Nix"""
2932,T:Raising Cain,John Lithgow,\Und,"R:threatening female ""Mona"""
2933,T:Raising Cain,John Litgow,\Und,"R:alter ego ""Josh"""
2934,T:Raising Cain,Lolita Davidovich,\Vic,"R:Carter's wife, falls again for Jack ""Jenny"""
2935,T:Raising Cain,Steven Bauer,"\Lov, Vic","R:wife's ex-boyfriend ""Jack Dante"""
2936,T:Raising Cain,Gregg Henry,\Und,R:sarcastic cop
2937,T:Raising Cain,Tom Bower,\Und,R:sarcastic cop
2938,T:Raising Cain,Barton Heyman,\Und,R:wily ex-cop
2939,T:Raising Cain,Frances Sternhagen,"\Sci, \Sav","R:father's former trainee ""Dr. Waldheim"""
2940,T:Raising Cain,Mer Harris,\Und,RU:
2941,T:Raising Cain,Teri Austin,\Und,RU:
2942,T:Raising Cain,Gabrielle Charteris,\Und,RU:
2943,T:Raising Cain,s a,\Und,"R:Carter's daughter ""Amy"""
2944,T:Raising Cain,s a,\Und,"R:mother of abducted son, drowned by Cain ""Karen"""
2945,T:Carlito's Way,Al Pacino,"\Vil, \Her","R:crook, tries to go straight ""Carlito Brigante"""
2946,T:Carlito's Way,Sean Penn,\Und,R:attorney
2947,T:Carlito's Way,Penelope Ann Miller,\Lov,R:Carlito's girlfriend
2948,T:Carlito's Way,Jon Leguizamo,\Vil,R:crude thug
2949,T:Carlito's Way,Luis Guzman,\Und,R:attorney's bodyguard
2950,T:Carlito's Way,s a,\Und,"R:young cousin, drug runner"
2951,T:Mission Impossible,Tom Cruise,\Und,R:agent
2952,T:Mission Impossible,Jon Voigt,\Und,RU:
2953,T:Mission Impossible,Henry Czerny,\Und,R:boss
2954,T:Mission Impossible,Emmanuelle Beart,\Und,RU:
2955,T:Mission Impossible,Jean Reno,\Und,RU:
2956,T:Mission Impossible,Vanessa Redgrave,\Und,RU:
2957,T:Mission Impossible,Ving Rhames,\Und,RU:
2958,T:Mission Impossible,Kristin ScottThomas,\Und,RU:
2959,T:Snake Eyes,Nicolas Cage,\Und,R:sleazy cop
2960,T:Snake Eyes,Gary Sinise,\Und,RU:
2961,T:Snake Eyes,Carla Gugino,\Und,RU:
2962,T:Snake Eyes,John Heard,\Und,RU:
2963,T:A Rage in Harlem,Robin Givens,"\Lov,\Sav","R:Southern Belle, vamp, gets involved, rescuer"
2964,T:A Rage in Harlem,Forest Whitaker,\Inn,"R:mortician's aide, innocent, falls"
2965,T:A Rage in Harlem,Gregory Hines,\Und,R:aide's halfbrother
2966,T:A Rage in Harlem,Danny Glover,\Und,"R:criminal kingpin ""Easy Money"""
2967,T:A Rage in Harlem,Zakes Mokae,\Und,"R:big, transvestite brothel owner"
2968,T:A Rage in Harlem,Badja Djola,\Und,"R:bad guy, belle's previous man"
2969,T:A Rage in Harlem,Ron Taylor,\Und,R:buddy
2970,T:A Rage in Harlem,'Screaming' Jay Hawkins,\Und,"R:musician ""'Screaming' Jay Hawkins"""
2971,T:The Cemetery Club,Ellen Bursteyn,\Und,R:club member
2972,T:The Cemetery Club,Olympia Dukakis,\Und,R:club member
2973,T:The Cemetery Club,Diane Ladd,\Und,R:wild club member
2974,T:The Cemetery Club,Lainie Kazan,\Und,"R:gets married to wimp ""Elaine"""
2975,T:The Cemetery Club,Danny Aiello,\Und,R:wimp husband
2976,T:Sister Act 2,Whoopi Goldberg,\Und,"R:lounge singer, disguises ""Deloris Van Cartier"""
2977,T:Sister Act 2,Maggie Smith,\Und,R:mother superior
2978,T:Sister Act 2,James Coburn,\Und,R:mean administrator
2979,T:Sister Act 2,Michael Jeter,\Und,R:impish priest
2980,T:Sister Act 2,Mary Wickes,\Und,R:sour nun
2981,T:Sister Act 2,Kathy Najimy,\Und,R:perky nun
2982,T:Sister Act 2,Wendy Makkena,\Und,R:mousy nun
2983,T:Sister Act 2,Brad Sullivan,\Und,RU:
2984,T:Hoodlum,Laurence Fishburn,\Und,"R:racketeer ""Ellsworth (Bumpy) Johnson"""
2985,T:Hoodlum,Tim Roth,\Und,"R:racketeer ""Dutch Schultz"""
2986,T:Hoodlum,Andy Garcia,\Und,"R:mafia don ""Lucky Luciano"""
2987,T:Hoodlum,Vanessa Redgrave,\Und,RU:
2988,T:Hoodlum,Queen Latifah,\Und,RU:
2989,T:Hoodlum,Loretta devine,\Und,RU:
2990,T:Inspector Clouseau,Alan Arkin,\Und,"R:bumbling inspector ""Clouseau"""
2991,T:Inspector Clouseau,Delia Bocardo,\Und,RU:
2992,T:Inspector Clouseau,Frank Finlay,\Und,RU:
2993,T:Inspector Clouseau,Patrick Cargill,\Und,RU:
2994,T:Inspector Clouseau,Beryl Reid,\Und,RU:
2995,T:Inspector Clouseau,Barry Foster,\Und,RU:
2996,T:Start the Revolution without me,Billie Whitelaw,\Und,"R:queen ""maroe Antoinette"""
2997,T:The Thief Who Came to Dinner,Ryan ONeal,\Vil,R:charming crook
2998,T:The Thief Who Came to Dinner,Jacqueline Bisset,\Und,R:sexpot smoothie
2999,T:The Thief Who Came to Dinner,Warren Oates,\Und,R:investigator
3000,T:The Thief Who Came to Dinner,Jill Clayburgh,\Und,R:crook's ex-wife
3001,T:The Thief Who Came to Dinner,Austin Pendleton,\Und,R:wimp
3002,T:This Happy Feeling,Debbie Reynolds,\Lov,"charming secretary ""Janet Blake"""
3003,T:This Happy Feeling,Curt Jurgens,\Her,"R:older actor, takes Janet in, withdraws ""Preston Mitchell"""
3004,T:This Happy Feeling,John Saxon,\Lov,"R:young neighbor, falls for Janet ""Bill Tremaine"""
3005,T:This Happy Feeling,Alexis Smith,\Und,"R:jealous actress ""Nita Holloway"""
3006,T:This Happy Feeling,Mary Astor,\Und,"R:Mitch's neighbor, Bill's mother"
3007,T:This Happy Feeling,Estelle Winwood,\Com,"R:drunk housekeeper ""Mrs. Early"""
3008,T:This Happy Feeling,Troy Donahue,\Sdk,"R:upcoming movie actor ""Tony Manza"""
